sample_index,label_row,sample_id,video_id,clip_id,video_path,video_sha256,wav_path,wav_sha256,transcript_lab_path,transcript_lab_sha256,textgrid_path,textgrid_sha256,openface_csv_path,openface_csv_sha256,feature_sha256,original_word_count,valid_length,was_aggregated,alignment_method,face_detection_failure_rate,wav_duration_s,wav_video_duration_gap_s,openface_frame_count
10,12,-NFrJFQijFE$_$2,-NFrJFQijFE,2,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-NFrJFQijFE/2.mp4,a54a5c144a64f5abd26b19aafa6cea8142ee08e9385fa508fa70c934f6b616c1,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-NFrJFQijFE__2.wav,23db44fd11f43d62641510470a4ef84bc10fbd75e143a1e8079429c17f93dbe4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-NFrJFQijFE__2.lab,cf233b5145b3ec8d347fbebba5b0617348622272ce1ee759259356d77bf887ed,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-NFrJFQijFE__2.TextGrid,401b83343a3ff66c8d46c890cfdd5f37cf3978740d134e7180db15651ef07bf8,/Users/wangyiming/Desktop/E题/problem1/work/openface/-NFrJFQijFE__2/2.csv,9c9c2697fb392ae3ace531f24e0777ea15a2d8f69ee96063a2978ec680f70307,122a5b39aab70d29b547cceb6f23c0ca430c1267aaa0aa9141cdf386a53b0231,18,18,False,mfa_forced_alignment,1.0,6.6983125,0.15768749999999976,169
11,13,-THoVjtIkeU$_$12,-THoVjtIkeU,12,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-THoVjtIkeU/12.mp4,e2f148f4f2e74724dc13b3ce870a0ce6a06740cfc224f5a9b3d0a870b196e7d4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-THoVjtIkeU__12.wav,1df7e09a79fc5dc969a930b1db37210598d26d5aba7d04370a6a8216616f2756,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-THoVjtIkeU__12.lab,9646cff9b4ceb0b020d5e728aba66a83c25d844a6fc2fe127ebded3250627fb4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-THoVjtIkeU__12.TextGrid,5aee509b9817f3778bc341b5d2d30cd7bb5a4a5b26b6358b138687d42fa741f0,/Users/wangyiming/Desktop/E题/problem1/work/openface/-THoVjtIkeU__12/12.csv,54c6ff77e7bfaa1cc9010cb392d0a04db8d452c4e5ef04be4c99ecd8981c3b0f,2e1283b14141449e34794fd03ac57113c035d73521ebd391558a94635f947370,39,39,False,mfa_forced_alignment,0.0,14.8055625,0.09046649999999978,445
12,14,-THoVjtIkeU$_$2,-THoVjtIkeU,2,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-THoVjtIkeU/2.mp4,35a6c2464ffd68dd96411edb5dc2763f0efb59f264c1d8b737e616fa6b0d1d5b,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-THoVjtIkeU__2.wav,b599693fb3fc20d2a3948f5249f5f3b5f9c3cc5ca7f1cdf94b08aa4d870a1aa8,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-THoVjtIkeU__2.lab,915eff1b14cc7072dabd4461b9811dfa82131d291830a204be0662ddf442176f,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-THoVjtIkeU__2.TextGrid,9c1c13c25797edf3f6d30772c6ac1acce347e95f22e6790c0c3925daef75fc1e,/Users/wangyiming/Desktop/E题/problem1/work/openface/-THoVjtIkeU__2/2.csv,9b07281e9157ed6a68ab108bb1673eb6afbfe64d668a1a3b74e49e6afe4a1b4f,24a6012c3b7f66d7f3baa8da5879f660a3186566b272acaf507a72057a41d388,10,10,False,mfa_forced_alignment,0.0,4.230875,0.06111699999999942,128
13,15,-THoVjtIkeU$_$6,-THoVjtIkeU,6,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-THoVjtIkeU/6.mp4,efaa55ee6394032c867046690a92c29edfd825005f0a090cca5ccb763b227f64,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-THoVjtIkeU__6.wav,5783c6c2ba9748e10a7921465522130bf9b7076b24bec43c867af67bf183628e,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-THoVjtIkeU__6.lab,54c57ac6f4004d55644d1cf0f44216f02cdd09fb6c9fc8b6dfd7b316a9563cf5,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-THoVjtIkeU__6.TextGrid,43cfb2610f73e8b41b95ef9fef18f6e9887b1c351900f2031cfa775811b3f11d,/Users/wangyiming/Desktop/E题/problem1/work/openface/-THoVjtIkeU__6/6.csv,19485dc9434493426531c250b21db978c373e8f76a4dc2bd2a995b4bf1a44656,17501e693a5fab5028b57dba0346ee145886685592f5a83bf2d75d38d404943a,30,30,False,mfa_forced_alignment,0.004149377811700106,7.982875,0.1141299999999994,241
14,16,-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/1.mp4,d5bbda38fcec15817d2b87bab5dcc559d6d425f7d28a82e6c32d13f14b48650c,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-UuX1xuaiiE__1.wav,4bfe086dbbc822c3913de677a646be546e74c34dba4a8d4a0e1262d593adedce,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-UuX1xuaiiE__1.lab,56f5a2c54fa530034fde028c8c2bbbfb69ea8cecdc3e04e1c301ccbfafe34e72,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-UuX1xuaiiE__1.TextGrid,0b53d8899324f5fbc955c9fc9b9a3034f60b1a2a199adaf77873e38efe6555d1,/Users/wangyiming/Desktop/E题/problem1/work/openface/-UuX1xuaiiE__1/1.csv,51a410b0288d485d6c4b47530f15da0dfcd10446eed42da175f7aab356261b11,051baca1f2977c1022fcd61d21fe7eaab1ab17317f8b3b0f0bb7e106d1f346b8,27,27,False,mfa_forced_alignment,0.0,10.2675,0.08249999999999957,309
15,17,-UuX1xuaiiE$_$0,-UuX1xuaiiE,0,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/0.mp4,f578b305d53bc152702f5e771de0fcd12d1e9aaefc5cefce3d2082a417aab7c8,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-UuX1xuaiiE__0.wav,f4688431216eb1f85c34afc174bdec0de96ef3cf22c36c01f57406c5c1d4496a,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-UuX1xuaiiE__0.lab,d5dc2d2697375cfd38c3b01bd94547f26f7a7485fb0be89ba09388ccf7b7cdbe,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-UuX1xuaiiE__0.TextGrid,d8896eccd701196e1ea2b15a8dd39f2efac5e3e0f351107128615b2b70c06d18,/Users/wangyiming/Desktop/E题/problem1/work/openface/-UuX1xuaiiE__0/0.csv,78ac00f36f42ec57d7664209a6f51e3c61b1cc7f7d813bc947b357ab9728bf3b,c780392328d8d0b11e78e81401a36bcc6146d895f2ceece6d14ae2cdda23ec91,9,9,False,mfa_forced_alignment,0.0,3.575875,0.05745800000000001,109
16,18,-UuX1xuaiiE$_$3,-UuX1xuaiiE,3,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/3.mp4,eddb408f25bdc13e6de2fb74caeed709cb7a8f00640e7897135330437f66a2aa,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-UuX1xuaiiE__3.wav,fc1280abc98e6efe761f17154fd3600e227562805869bc01eb0e30a408787c1e,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-UuX1xuaiiE__3.lab,2f4ef4906c3862b45c9cb051f3234da47f7416d9b4e67f0a0be518714964411e,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-UuX1xuaiiE__3.TextGrid,e5f4985e1f2af760102ef40dc8bafd16d6f815b3012b77ef389a66a152061f22,/Users/wangyiming/Desktop/E题/problem1/work/openface/-UuX1xuaiiE__3/3.csv,3c61900402754f98fd5ae0f6551743907689eb2af28554f81d321c3552989552,2af908d6ab3482e9f6f7f786ff076b3ca629b5d89624ae2fb4753cfd097084a0,9,9,False,mfa_forced_alignment,0.0,4.038375,0.09163799999999966,123
17,19,-UuX1xuaiiE$_$6,-UuX1xuaiiE,6,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/6.mp4,f0131ac00e44410fbd32c547a0d421c2791172434fc0203bb969abe14a530532,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-UuX1xuaiiE__6.wav,cbc17512c48eff8e5804a7ccbfd4130ec32d377d6a87e98e36a84a6eb5ba42ad,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-UuX1xuaiiE__6.lab,5ee285d0519bc59e7817d3fdad867cd813130019b02a114eca1cbe677b9cbf42,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-UuX1xuaiiE__6.TextGrid,c780d7536b2561ccd9653c86f6d7e704a854415609f1a40b6839eb81eb4b02f2,/Users/wangyiming/Desktop/E题/problem1/work/openface/-UuX1xuaiiE__6/6.csv,4fd6220adcd147e2f2a22fb26611ddbfb0b75fe4d970b79503efdb2159fbad1a,266647a7721207f4c732dcef45ee33a1cacc408d0820dda19ed9642d8e4dab33,22,22,False,mfa_forced_alignment,0.0,7.9438125,0.17018449999999952,240
18,20,-a55Q6RWvTA$_$3,-a55Q6RWvTA,3,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-a55Q6RWvTA/3.mp4,15d029fc15f50b268b98f1e8abc65e45582e638c13a018d7aa74a18373275946,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-a55Q6RWvTA__3.wav,d0354a223b5702d17952856318297f0bea0400d0ff82096a23ee108c4d4f8940,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-a55Q6RWvTA__3.lab,8d92fd9dce0845067ece06a18505340f0b25d35ea3ab89c3ddde04a690b00a9b,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-a55Q6RWvTA__3.TextGrid,b1ea401b227a617c23c03c01a4b8950a277d9987b3b3ed71f8abb61b07abd6d6,/Users/wangyiming/Desktop/E题/problem1/work/openface/-a55Q6RWvTA__3/3.csv,f8a24b91d37e9f3933fcaa080d25055296101fdae22118fc5085639dbe51cf67,d9e8342edc2805890511a2f643210b12924ad2777778caab3c1948249b2a7853,65,50,True,mfa_forced_alignment,0.0,22.0833125,0.07065849999999685,664
19,21,-aNfi7CP8vM$_$7,-aNfi7CP8vM,7,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-aNfi7CP8vM/7.mp4,0b6389f45bb966113c65a11998c6e7facdd24c8c42acf2e8cf32e0f2139402e1,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-aNfi7CP8vM__7.wav,8c4a7a87cb4e04c1ae4de6dd6bbde980fa532a0e9f04e47b277f09ff3823e9d5,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-aNfi7CP8vM__7.lab,b7d73b71ee852e0245d87a93a921163e7a8b1481c3eb7258fed9a55d4f7d9c6d,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-aNfi7CP8vM__7.TextGrid,0988ec64da28709b1dfb2365445e269958312933cf6235490e022133f1679e73,/Users/wangyiming/Desktop/E题/problem1/work/openface/-aNfi7CP8vM__7/7.csv,f9a84fac0a41791bda59378a69311e2108d800ae1d4c71fa7cce7df1d80512af,8cdb7878206c4265d5bca21efcf46bcdee88fc2225d35c744b721e89d5f4bc3a,18,18,False,mfa_forced_alignment,0.0,8.5376875,0.15729949999999882,257
20,22,-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,0,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-aqamKhZ1Ec/0.mp4,6f6e674bbba4353399e9e7825217f37e6d8ca1adf9675f33cf37106f31c55548,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-aqamKhZ1Ec__0.wav,8d7a82df5534c1d6b5f24c294ca9083c1d5d2dd58322f2afcceb3ccfed821ef8,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-aqamKhZ1Ec__0.lab,6cd363b1a16362cd86c960419115c86108c9cc7a0578823ef525f68147e79bac,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-aqamKhZ1Ec__0.TextGrid,48edabc6f48aa9b561a25e15eefb1dd164a3a1c264a48df1fdb463787ad9aed9,/Users/wangyiming/Desktop/E题/problem1/work/openface/-aqamKhZ1Ec__0/0.csv,1b1d943e6a6681ee0e7a60ebd71fcf654f9cb0bfed78cd92ae087ec79804b578,1bad14d4e19ed1950477b4d89b8344e7206071d395b31ae7eb2ae9d5f4165ad8,14,14,False,mfa_forced_alignment,0.0,10.8901875,0.07647949999999959,329
21,23,-dxfTGcXJoc$_$1,-dxfTGcXJoc,1,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/1.mp4,b5ffdc98a4a98b8f0aae55dee5fed66a43bcb129f47a250a004c1cc74e572595,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-dxfTGcXJoc__1.wav,9d6603825322ae6449e65e3063107c5ebd3883807d13fa11c0f9c3ce301788d8,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-dxfTGcXJoc__1.lab,a293fe469470be515a3bfb31c3858f868340310b567d51105955f1c8a5329d70,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-dxfTGcXJoc__1.TextGrid,f0ebc7fef43f123e964d3fe13e0394f6bb8202a6f472d329cbac9c3a9492cf22,/Users/wangyiming/Desktop/E题/problem1/work/openface/-dxfTGcXJoc__1/1.csv,c98fe4defe8afc79ed6d372db4bfc55c6f0b33b167649b5aee145f7e869caa38,e62a969359ed73349b7755ee750ea84d21a843d75def27d99729fa9fb5e21292,36,36,False,mfa_forced_alignment,0.0,16.018125,0.14287799999999962,482
